"id","nome","tipo","estado"
1386,"Prefeitura Municipal de Mercês - MG",1,13
1387,"Prefeitura Municipal de Mesquita - MG",1,13
1388,"Prefeitura Municipal de Miguel Alves - PI",1,18
1389,"Prefeitura Municipal de Miguel Leão - PI",1,18
1390,"Prefeitura Municipal de Milhã - CE",1,6
1391,"Prefeitura Municipal de Mimoso de Goiás - GO",1,9
1392,"Prefeitura Municipal de Mimoso do Sul - ES",1,8
1393,"Prefeitura Municipal de Minaçu - GO",1,9
1394,"Prefeitura Municipal de Minas Novas - MG",1,13
1395,"Prefeitura Municipal de Mineiros - GO",1,9
1396,"Prefeitura Municipal de Mira Estrela - SP",1,25
1397,"Prefeitura Municipal de Miracema do Tocantins - TO",1,27
1398,"Prefeitura Municipal de Miranda do Norte - MA",1,10
1399,"Prefeitura Municipal de Mirandiba - PE",1,17
1400,"Prefeitura Municipal de Mirangaba - BA",1,5
1401,"Prefeitura Municipal de Mirante da Serra - RO",1,22
1402,"Prefeitura Municipal de Mirassolândia - SP",1,25
1403,"Prefeitura Municipal de Mirinzal - MA",1,10
1404,"Prefeitura Municipal de Missão Velha - CE",1,6
1405,"Prefeitura Municipal de Mocajuba - PA",1,14
1406,"Prefeitura Municipal de Mogeiro - PB",1,15
1407,"Prefeitura Municipal de Mogi-Mirim - SP",1,25
1408,"Prefeitura Municipal de Moita Bonita - SE",1,26
1409,"Prefeitura Municipal de Moju - PA",1,14
1410,"Prefeitura Municipal de Mombaça - CE",1,6
1411,"Prefeitura Municipal de Monção - MA",1,10
1412,"Prefeitura Municipal de Monsenhor Gil - PI",1,18
1413,"Prefeitura Municipal de Monsenhor Hipólito - PI",1,18
1414,"Prefeitura Municipal de Monsenhor Tabosa - CE",1,6
1415,"Prefeitura Municipal de Montalvânia - MG",1,13
1416,"Prefeitura Municipal de Montanhas - RN",1,20
1417,"Prefeitura Municipal de Monte Alegre - PA",1,14
1418,"Prefeitura Municipal de Monte Alegre de Goiás - GO",1,9
1419,"Prefeitura Municipal de Monte Alegre de Sergipe - SE",1,26
1420,"Prefeitura Municipal de Monte Alegre do Piauí - PI",1,18
1421,"Prefeitura Municipal de Monte Azul - MG",1,13
1422,"Prefeitura Municipal de Monte das Gameleiras - RN",1,20
1423,"Prefeitura Municipal de Monte Formoso - MG",1,13
1424,"Prefeitura Municipal de Monte Horebe - PB",1,15
1425,"Prefeitura Municipal de Monte Negro - RO",1,22
1426,"Prefeitura Municipal de Monte Santo de Minas - MG",1,13
1427,"Prefeitura Municipal de Monteiro - PB",1,15
1428,"Prefeitura Municipal de Monteiro Lobato - SP",1,25
1429,"Prefeitura Municipal de Monteirópolis - AL",1,2
1430,"Prefeitura Municipal de Montes Altos - MA",1,10
1431,"Prefeitura Municipal de Montes Claros - MG",1,13
1432,"Prefeitura Municipal de Montezuma - MG",1,13
1433,"Prefeitura Municipal de Montividiu do Norte - GO",1,9
1434,"Prefeitura Municipal de Morada Nova de Minas - MG",1,13
1435,"Prefeitura Municipal de Moraújo - CE",1,6
1436,"Prefeitura Municipal de Morpará - BA",1,5
1437,"Prefeitura Municipal de Morro Cabeça No Tempo - PI",1,18
1438,"Prefeitura Municipal de Morros - MA",1,10
1439,"Prefeitura Municipal de Muaná - PA",1,14
1440,"Prefeitura Municipal de Mucajaí - RR",1,23
1441,"Prefeitura Municipal de Mucugê - BA",1,5
1442,"Prefeitura Municipal de Mulungu - CE",1,6
1443,"Prefeitura Municipal de Mulungu - PB",1,15
1444,"Prefeitura Municipal de Mulungu do Morro - BA",1,5
1445,"Prefeitura Municipal de Mundo Novo - BA",1,5
1446,"Prefeitura Municipal de Mundo Novo - GO",1,9
1447,"Prefeitura Municipal de Muribeca - SE",1,26
1448,"Prefeitura Municipal de Murici - AL",1,2
1449,"Prefeitura Municipal de Murici dos Portelas - PI",1,18
1450,"Prefeitura Municipal de Nacip Raydan - MG",1,13
1451,"Prefeitura Municipal de Nantes - SP",1,25
1452,"Prefeitura Municipal de Nanuque - MG",1,13
1453,"Prefeitura Municipal de Natividade - RJ",1,19
1454,"Prefeitura Municipal de Natividade - TO",1,27
1455,"Prefeitura Municipal de Natividade da Serra - SP",1,25
1456,"Prefeitura Municipal de Natuba - PB",1,15
1457,"Prefeitura Municipal de Nazaré - BA",1,5
1458,"Prefeitura Municipal de Nazaré do Piauí - PI",1,18
1459,"Prefeitura Municipal de Nazarezinho - PB",1,15
1460,"Prefeitura Municipal de Nazário - GO",1,9
1461,"Prefeitura Municipal de Neves Paulista - SP",1,25
1462,"Prefeitura Municipal de Nhamundá - AM",1,4
1463,"Prefeitura Municipal de Nhandeara - SP",1,25
1464,"Prefeitura Municipal de Nilo Peçanha - BA",1,5
1465,"Prefeitura Municipal de Nilópolis - RJ",1,19
1466,"Prefeitura Municipal de Nipoã - SP",1,25
1467,"Prefeitura Municipal de Niquelândia - GO",1,9
1468,"Prefeitura Municipal de Nísia Floresta - RN",1,20
1469,"Prefeitura Municipal de Nordestina - BA",1,5
1470,"Prefeitura Municipal de Normandia - RR",1,23
1471,"Prefeitura Municipal de Nossa Senhora da Glória - SE",1,26
1472,"Prefeitura Municipal de Nossa Senhora das Dores - SE",1,26
1473,"Prefeitura Municipal de Nossa Senhora das Graças - PR",1,16
1474,"Prefeitura Municipal de Nossa Senhora dos Remédios - PI",1,18
1475,"Prefeitura Municipal de Nova Aliança - SP",1,25
1476,"Prefeitura Municipal de Nova Alvorada - RS",1,21
1477,"Prefeitura Municipal de Nova Alvorada do Sul - MS",1,12
1478,"Prefeitura Municipal de Nova Andradina - MS",1,12
1479,"Prefeitura Municipal de Nova Aurora - GO",1,9
1480,"Prefeitura Municipal de Nova Campina - SP",1,25
1481,"Prefeitura Municipal de Nova Canaã - BA",1,5
1482,"Prefeitura Municipal de Nova Esperança do Piriá - PA",1,14
1483,"Prefeitura Municipal de Nova Esperança do Sudoeste - PR",1,16
1484,"Prefeitura Municipal de Nova Fátima - BA",1,5
1485,"Prefeitura Municipal de Nova Glória - GO",1,9
1486,"Prefeitura Municipal de Nova Granada - SP",1,25
1487,"Prefeitura Municipal de Nova Ibiá - BA",1,5
1488,"Prefeitura Municipal de Nova Iguaçu - RJ",1,19
1489,"Prefeitura Municipal de Nova Iguaçu de Goiás - GO",1,9
1490,"Prefeitura Municipal de Nova Iorque - MA",1,10
1491,"Prefeitura Municipal de Nova Ipixuna - PA",1,14
1492,"Prefeitura Municipal de Nova Laranjeiras - PR",1,16
1493,"Prefeitura Municipal de Nova Lima - MG",1,13
1494,"Prefeitura Municipal de Nova Maringá - MT",1,11
1495,"Prefeitura Municipal de Nova Módica - MG",1,13
1496,"Prefeitura Municipal de Nova Olímpia - PR",1,16
1497,"Prefeitura Municipal de Nova Olinda - PB",1,15
1498,"Prefeitura Municipal de Nova Olinda do Maranhão - MA",1,10
1499,"Prefeitura Municipal de Nova Olinda do Norte - AM",1,4
1500,"Prefeitura Municipal de Nova Palmeira - PB",1,15
1501,"Prefeitura Municipal de Nova Porteirinha - MG",1,13
1502,"Prefeitura Municipal de Nova Redenção - BA",1,5
1503,"Prefeitura Municipal de Nova Russas - CE",1,6
1504,"Prefeitura Municipal de Nova Santa Rita - PI",1,18
1505,"Prefeitura Municipal de Nova Tebas - PR",1,16
1506,"Prefeitura Municipal de Nova Timboteua - PA",1,14
1507,"Prefeitura Municipal de Nova Xavantina - MT",1,11
1508,"Prefeitura Municipal de Novo Acordo - TO",1,27
1509,"Prefeitura Municipal de Novo Airão - AM",1,4
1510,"Prefeitura Municipal de Novo Aripuanã - AM",1,4
1511,"Prefeitura Municipal de Novo Cruzeiro - MG",1,13
1512,"Prefeitura Municipal de Novo Gama - GO",1,9
1513,"Prefeitura Municipal de Novo Horizonte do Oeste - RO",1,22
1514,"Prefeitura Municipal de Novo Oriente - CE",1,6
1515,"Prefeitura Municipal de Novo Progresso - PA",1,14
1516,"Prefeitura Municipal de Novo Repartimento - PA",1,14
1517,"Prefeitura Municipal de Novo Santo Antônio - PI",1,18
1518,"Prefeitura Municipal de Oeiras - PI",1,18
1519,"Prefeitura Municipal de Oeiras do Pará - PA",1,14
1520,"Prefeitura Municipal de Oiapoque - AP",1,3
1521,"Prefeitura Municipal de Olho D'água - PB",1,15
1522,"Prefeitura Municipal de Olho D'água das Cunhãs - MA",1,10
1523,"Prefeitura Municipal de Olho D'água do Casado - AL",1,2
1524,"Prefeitura Municipal de Olho D'água Grande - AL",1,2
1525,"Prefeitura Municipal de Olho-D'água do Borges - RN",1,20
1526,"Prefeitura Municipal de Olinda - PE",1,17
1527,"Prefeitura Municipal de Olinda Nova do Maranhão - MA",1,10
1528,"Prefeitura Municipal de Olivença - AL",1,2
1529,"Prefeitura Municipal de Orobó - PE",1,17
1530,"Prefeitura Municipal de Orocó - PE",1,17
1531,"Prefeitura Municipal de Orós - CE",1,6
1532,"Prefeitura Municipal de Osório - RS",1,21
1533,"Prefeitura Municipal de Ouriçangas - BA",1,5
1534,"Prefeitura Municipal de Ouricuri - PE",1,17
1535,"Prefeitura Municipal de Ourinhos - SP",1,25
1536,"Prefeitura Municipal de Ouro Preto do Oeste - RO",1,22
1537,"Prefeitura Municipal de Ouro Verde de Minas - MG",1,13
1538,"Prefeitura Municipal de Ourolândia - BA",1,5
1539,"Prefeitura Municipal de Pacaembu - SP",1,25
1540,"Prefeitura Municipal de Pacajá - PA",1,14
1541,"Prefeitura Municipal de Pacajus - CE",1,6
1542,"Prefeitura Municipal de Pacaraima - RR",1,23
1543,"Prefeitura Municipal de Pacatuba - CE",1,6
1544,"Prefeitura Municipal de Pacatuba - SE",1,26
1545,"Prefeitura Municipal de Paço do Lumiar - MA",1,10
1546,"Prefeitura Municipal de Pacoti - CE",1,6
1547,"Prefeitura Municipal de Pacujá - CE",1,6
1548,"Prefeitura Municipal de Padre Marcos - PI",1,18
1549,"Prefeitura Municipal de Palestina - SP",1,25
1550,"Prefeitura Municipal de Palestina do Pará - PA",1,14
1551,"Prefeitura Municipal de Palmácia - CE",1,6
1552,"Prefeitura Municipal de Palmares - PE",1,17
1553,"Prefeitura Municipal de Palmares Paulista - SP",1,25
1554,"Prefeitura Municipal de Palmas - TO",1,27
1555,"Prefeitura Municipal de Palmeirais - PI",1,18
1556,"Prefeitura Municipal de Palmeirândia - MA",1,10
1557,"Prefeitura Municipal de Palmeirante - TO",1,27
1558,"Prefeitura Municipal de Palmeiras - BA",1,5
1559,"Prefeitura Municipal de Palmeirina - PE",1,17
1560,"Prefeitura Municipal de Panelas - PE",1,17
1561,"Prefeitura Municipal de Pão de Açúcar - AL",1,2
1562,"Prefeitura Municipal de Paracambi - RJ",1,19
1563,"Prefeitura Municipal de Paracatu - MG",1,13
1564,"Prefeitura Municipal de Paracuru - CE",1,6
1565,"Prefeitura Municipal de Paragominas - PA",1,14
1566,"Prefeitura Municipal de Paraipaba - CE",1,6
1567,"Prefeitura Municipal de Paraíso do Tocantins - TO",1,27
1568,"Prefeitura Municipal de Paramoti - CE",1,6
1569,"Prefeitura Municipal de Paranã - TO",1,27
1570,"Prefeitura Municipal de Paranacity - PR",1,16
1571,"Prefeitura Municipal de Paranaíba - MS",1,12
1572,"Prefeitura Municipal de Paranaíta - MT",1,11
1573,"Prefeitura Municipal de Paranatinga - MT",1,11
1574,"Prefeitura Municipal de Paranhos - MS",1,12
1575,"Prefeitura Municipal de Paratinga - BA",1,5
1576,"Prefeitura Municipal de Paraú",1,20
1577,"Prefeitura Municipal de Parauapebas - PA",1,14
1578,"Prefeitura Municipal de Parelhas - RN",1,20
1579,"Prefeitura Municipal de Pariconha - AL",1,2
1580,"Prefeitura Municipal de Parintins - AM",1,4
1581,"Prefeitura Municipal de Pariquera-Açu - SP",1,25
1582,"Prefeitura Municipal de Parnaguá - PI",1,18
1583,"Prefeitura Municipal de Parnamirim - PE",1,17
1584,"Prefeitura Municipal de Parobé - RS",1,21
1585,"Prefeitura Municipal de Passa Quatro - MG",1,13
1586,"Prefeitura Municipal de Passagem Franca do Piauí - PI",1,18
1587,"Prefeitura Municipal de Passira - PE",1,17
1588,"Prefeitura Municipal de Passo de Camaragibe - AL",1,2
1589,"Prefeitura Municipal de Passos - MG",1,13
1590,"Prefeitura Municipal de Patis - MG",1,13
1591,"Prefeitura Municipal de Patos - PB",1,15
1592,"Prefeitura Municipal de Patu - RN",1,20
1593,"Prefeitura Municipal de Pau D'arco - PA",1,14
1594,"Prefeitura Municipal de Pau D'arco - TO",1,27
1595,"Prefeitura Municipal de Paudalho - PE",1,17
1596,"Prefeitura Municipal de Pauini - AM",1,4
1597,"Prefeitura Municipal de Paulínia - SP",1,25
1598,"Prefeitura Municipal de Paulista - PB",1,15
1599,"Prefeitura Municipal de Paulo Afonso - BA",1,5
1600,"Prefeitura Municipal de Paulo de Faria - SP",1,25
1601,"Prefeitura Municipal de Paulo Ramos - MA",1,10
1602,"Prefeitura Municipal de Pavussu - PI",1,18
1603,"Prefeitura Municipal de Pé de Serra - BA",1,5
1604,"Prefeitura Municipal de Peçanha - MG",1,13
1605,"Prefeitura Municipal de Pedra - PE",1,17
1606,"Prefeitura Municipal de Pedra Azul - MG",1,13
1607,"Prefeitura Municipal de Pedra Branca - CE",1,6
1608,"Prefeitura Municipal de Pedra Branca do Amapari - AP",1,3
1609,"Prefeitura Municipal de Pedra Preta - RN",1,20
1610,"Prefeitura Municipal de Pedranópolis - SP",1,25
1611,"Prefeitura Municipal de Pedras de Fogo - PB",1,15
1612,"Prefeitura Municipal de Pedras de Maria da Cruz - MG",1,13
1613,"Prefeitura Municipal de Pedrinhas - SE",1,26
1614,"Prefeitura Municipal de Pedro Afonso - TO",1,27
1615,"Prefeitura Municipal de Pedro Alexandre - BA",1,5
1616,"Prefeitura Municipal de Pedro Canário - ES",1,8
1617,"Prefeitura Municipal de Pedro do Rosário - MA",1,10
1618,"Prefeitura Municipal de Pedro Gomes - MS",1,12
1619,"Prefeitura Municipal de Pedro II - PI",1,18
1620,"Prefeitura Municipal de Peixe - TO",1,27
1621,"Prefeitura Municipal de Penalva - MA",1,10
1622,"Prefeitura Municipal de Pendências - RN",1,20
1623,"Prefeitura Municipal de Penedo - AL",1,2
1624,"Prefeitura Municipal de Pentecoste - CE",1,6
1625,"Prefeitura Municipal de Peri Mirim - MA",1,10
1626,"Prefeitura Municipal de Periquito - MG",1,13
1627,"Prefeitura Municipal de Peritoró - MA",1,10
1628,"Prefeitura Municipal de Pesqueira - PE",1,17
1629,"Prefeitura Municipal de Petrolândia - SC",1,24
1630,"Prefeitura Municipal de Petrolina - PE",1,17
1631,"Prefeitura Municipal de Petrolina de Goiás - GO",1,9
1632,"Prefeitura Municipal de Petrópolis - RJ",1,19
1633,"Prefeitura Municipal de Piancó - PB",1,15
1634,"Prefeitura Municipal de Piatã - BA",1,5
1635,"Prefeitura Municipal de Piçarra - PA",1,14
1636,"Prefeitura Municipal de Piedade dos Gerais - MG",1,13
1637,"Prefeitura Municipal de Pilão Arcado - BA",1,5
1638,"Prefeitura Municipal de Pilar - AL",1,2
1639,"Prefeitura Municipal de Pilões - PB",1,15
1640,"Prefeitura Municipal de Pindaí - BA",1,5
1641,"Prefeitura Municipal de Pindamonhangaba - SP",1,25
1642,"Prefeitura Municipal de Pindaré Mirim - MA",1,10
1643,"Prefeitura Municipal de Pindoba - AL",1,2
1644,"Prefeitura Municipal de Pindobaçu - BA",1,5
1645,"Prefeitura Municipal de Pindoretama - CE",1,6
1646,"Prefeitura Municipal de Pingo D'água - MG",1,13
1647,"Prefeitura Municipal de Pinhalão - PR",1,16
1648,"Prefeitura Municipal de Pinhão - SE",1,26
1649,"Prefeitura Municipal de Pinheiro - MA",1,10
1650,"Prefeitura Municipal de Pinheiros - ES",1,8
1651,"Prefeitura Municipal de Pintópolis - MG",1,13
1652,"Prefeitura Municipal de Pio Xii - MA",1,10
1653,"Prefeitura Municipal de Piquete - SP",1,25
1654,"Prefeitura Municipal de Piracanjuba - GO",1,9
1655,"Prefeitura Municipal de Piracuruca - PI",1,18
1656,"Prefeitura Municipal de Piraí do Norte - BA",1,5
1657,"Prefeitura Municipal de Pirajuí - SP",1,25
1658,"Prefeitura Municipal de Piranhas - AL",1,2
1659,"Prefeitura Municipal de Pirapemas - MA",1,10
1660,"Prefeitura Municipal de Pirapora - MG",1,13
1661,"Prefeitura Municipal de Pirapozinho - SP",1,25
1662,"Prefeitura Municipal de Piraúba - MG",1,13
1663,"Prefeitura Municipal de Pirenópolis - GO",1,9
1664,"Prefeitura Municipal de Pires do Rio - GO",1,9
1665,"Prefeitura Municipal de Pires Ferreira - CE",1,6
1666,"Prefeitura Municipal de Pirpirituba - PB",1,15
1667,"Prefeitura Municipal de Pitanga - PR",1,16
1668,"Prefeitura Municipal de Pitimbu - PB",1,15
1669,"Prefeitura Municipal de Piumhi - MG",1,13
1670,"Prefeitura Municipal de Placas - PA",1,14
1671,"Prefeitura Municipal de Plácido de Castro - AC",1,1
1672,"Prefeitura Municipal de Planaltina - GO",1,9
1673,"Prefeitura Municipal de Planaltino - BA",1,5
1674,"Prefeitura Municipal de Planalto - BA",1,5
1675,"Prefeitura Municipal de Planalto - SP",1,25
1676,"Prefeitura Municipal de Poção - PE",1,17
1677,"Prefeitura Municipal de Poção de Pedras - MA",1,10
1678,"Prefeitura Municipal de Pocinhos - PB",1,15
1679,"Prefeitura Municipal de Poço Branco - RN",1,20
1680,"Prefeitura Municipal de Poço das Trincheiras - AL",1,2
1681,"Prefeitura Municipal de Poço de José de Moura - PB",1,15
1682,"Prefeitura Municipal de Poço Redondo - SE",1,26
1683,"Prefeitura Municipal de Poço Verde - SE",1,26
1684,"Prefeitura Municipal de Poconé - MT",1,11
1685,"Prefeitura Municipal de Pocrane - MG",1,13
1686,"Prefeitura Municipal de Poloni - SP",1,25
1687,"Prefeitura Municipal de Pombal - PB",1,15
1688,"Prefeitura Municipal de Pombos - PE",1,17
1689,"Prefeitura Municipal de Pongaí - SP",1,25
1690,"Prefeitura Municipal de Ponta de Pedras - PA",1,14
1691,"Prefeitura Municipal de Ponta Grossa - PR",1,16
1692,"Prefeitura Municipal de Pontalina - GO",1,9
1693,"Prefeitura Municipal de Pontalinda - SP",1,25
1694,"Prefeitura Municipal de Pontão - RS",1,21
1695,"Prefeitura Municipal de Ponte Alta do Tocantins - TO",1,27
1696,"Prefeitura Municipal de Ponte Branca - MT",1,11
1697,"Prefeitura Municipal de Ponto Belo - ES",1,8
1698,"Prefeitura Municipal de Ponto dos Volantes - MG",1,13
1699,"Prefeitura Municipal de Poranga - CE",1,6
1700,"Prefeitura Municipal de Porangatu - GO",1,9
1701,"Prefeitura Municipal de Porciúncula - RJ",1,19
1702,"Prefeitura Municipal de Porteirão - GO",1,9
1703,"Prefeitura Municipal de Porteirinha - MG",1,13
1704,"Prefeitura Municipal de Portel - PA",1,14
1705,"Prefeitura Municipal de Portelândia - GO",1,9
1706,"Prefeitura Municipal de Porto - PI",1,18
1707,"Prefeitura Municipal de Porto Acre - AC",1,1
1708,"Prefeitura Municipal de Porto Alegre - RS",1,21
1709,"Prefeitura Municipal de Porto Alegre do Norte - MT",1,11
1710,"Prefeitura Municipal de Porto Belo - SC",1,24
1711,"Prefeitura Municipal de Porto Calvo - AL",1,2
1712,"Prefeitura Municipal de Porto da Folha - SE",1,26
1713,"Prefeitura Municipal de Porto de Moz - PA",1,14
1714,"Prefeitura Municipal de Porto de Pedras - AL",1,2
1715,"Prefeitura Municipal de Porto Esperidião - MT",1,11
1716,"Prefeitura Municipal de Porto Estrela - MT",1,11
1717,"Prefeitura Municipal de Porto Ferreira - SP",1,25
1718,"Prefeitura Municipal de Porto Franco - MA",1,10
1719,"Prefeitura Municipal de Porto Grande - AP",1,3
1720,"Prefeitura Municipal de Porto Nacional - TO",1,27
1721,"Prefeitura Municipal de Porto Real do Colégio - AL",1,2
1722,"Prefeitura Municipal de Porto Rico do Maranhão - MA",1,10
1723,"Prefeitura Municipal de Porto Seguro - BA",1,5
1724,"Prefeitura Municipal de Porto Velho - RO",1,22
1725,"Prefeitura Municipal de Porto Walter - AC",1,1
1726,"Prefeitura Municipal de Potengi - CE",1,6
1727,"Prefeitura Municipal de Potiraguá - BA",1,5
1728,"Prefeitura Municipal de Potirendaba - SP",1,25
1729,"Prefeitura Municipal de Potiretama - CE",1,6
1730,"Prefeitura Municipal de Pracuúba - AP",1,3
1731,"Prefeitura Municipal de Prados - MG",1,13
1732,"Prefeitura Municipal de Prainha - PA",1,14
1733,"Prefeitura Municipal de Prata - PB",1,15
1734,"Prefeitura Municipal de Prata do Piauí - PI",1,18
1735,"Prefeitura Municipal de Pratinha - MG",1,13
1736,"Prefeitura Municipal de Presidente Dutra - MA",1,10
1737,"Prefeitura Municipal de Presidente Figueiredo - AM",1,4
1738,"Prefeitura Municipal de Presidente Juscelino - MA",1,10
1739,"Prefeitura Municipal de Presidente Juscelino - MG",1,13
1740,"Prefeitura Municipal de Presidente Kennedy - ES",1,8
1741,"Prefeitura Municipal de Presidente Kennedy - TO",1,27
1742,"Prefeitura Municipal de Presidente Médici - RO",1,22
1743,"Prefeitura Municipal de Presidente Sarney - MA",1,10
1744,"Prefeitura Municipal de Presidente Vargas - MA",1,10
1745,"Prefeitura Municipal de Primavera - PE",1,17
1746,"Prefeitura Municipal de Primavera do Leste - MT",1,11
1747,"Prefeitura Municipal de Primeira Cruz - MA",1,10
1748,"Prefeitura Municipal de Princesa Isabel - PB",1,15
1749,"Prefeitura Municipal de Promissão - SP",1,25
1750,"Prefeitura Municipal de Prudente de Morais - MG",1,13
1751,"Prefeitura Municipal de Pureza - RN",1,20
1752,"Prefeitura Municipal de Puxinanã - PB",1,15
1753,"Prefeitura Municipal de Quatipuru - PA",1,14
1754,"Prefeitura Municipal de Quatis - RJ",1,19
1755,"Prefeitura Municipal de Quatro Barras - PR",1,16
1756,"Prefeitura Municipal de Quebrangulo - AL",1,2
1757,"Prefeitura Municipal de Queimadas - BA",1,5
1758,"Prefeitura Municipal de Queimadas - PB",1,15
1759,"Prefeitura Municipal de Queimados - RJ",1,19
1760,"Prefeitura Municipal de Queiroz - SP",1,25
1761,"Prefeitura Municipal de Queluz - SP",1,25
1762,"Prefeitura Municipal de Quijingue - BA",1,5
1763,"Prefeitura Municipal de Quipapá - PE",1,17
1764,"Prefeitura Municipal de Quiterianópolis - CE",1,6
1765,"Prefeitura Municipal de Quixabeira - BA",1,5
1766,"Prefeitura Municipal de Quixadá - CE",1,6
1767,"Prefeitura Municipal de Quixeramobim - CE",1,6
1768,"Prefeitura Municipal de Quixeré - CE",1,6
1769,"Prefeitura Municipal de Rafael Fernandes - RN",1,20
1770,"Prefeitura Municipal de Rafael Jambeiro - BA",1,5
1771,"Prefeitura Municipal de Raposa - MA",1,10
1772,"Prefeitura Municipal de Raul Soares - MG",1,13
1773,"Prefeitura Municipal de Recife - PE",1,17
1774,"Prefeitura Municipal de Recursolândia - TO",1,27
1775,"Prefeitura Municipal de Redenção - CE",1,6
1776,"Prefeitura Municipal de Redenção - PA",1,14
1777,"Prefeitura Municipal de Reduto - MG",1,13
1778,"Prefeitura Municipal de Reginópolis - SP",1,25
1779,"Prefeitura Municipal de Registro - SP",1,25
1780,"Prefeitura Municipal de Remanso - BA",1,5
1781,"Prefeitura Municipal de Reriutaba - CE",1,6
1782,"Prefeitura Municipal de Reserva do Iguaçu - PR",1,16
1783,"Prefeitura Municipal de Retirolândia - BA",1,5
1784,"Prefeitura Municipal de Riachão - PB",1,15
1785,"Prefeitura Municipal de Riachão do Dantas - SE",1,26
1786,"Prefeitura Municipal de Riachão do Jacuípe - BA",1,5
1787,"Prefeitura Municipal de Riachinho - MG",1,13
1788,"Prefeitura Municipal de Riachinho - TO",1,27
1789,"Prefeitura Municipal de Riacho das Almas - PE",1,17
1790,"Prefeitura Municipal de Riacho de Santo Antônio - PB",1,15
1791,"Prefeitura Municipal de Riacho dos Machados - MG",1,13
1792,"Prefeitura Municipal de Riacho Frio - PI",1,18
1793,"Prefeitura Municipal de Ribeira do Amparo - BA",1,5
1794,"Prefeitura Municipal de Ribeira do Pombal - BA",1,5
1795,"Prefeitura Municipal de Ribeirão - PE",1,17
1796,"Prefeitura Municipal de Ribeirão das Neves - MG",1,13
1797,"Prefeitura Municipal de Ribeirão do Pinhal - PR",1,16
1798,"Prefeitura Municipal de Ribeirão do Sul - SP",1,25
1799,"Prefeitura Municipal de Ribeirão Preto - SP",1,25
1800,"Prefeitura Municipal de Rio Branco - MT",1,11
1801,"Prefeitura Municipal de Rio da Conceição - TO",1,27
1802,"Prefeitura Municipal de Rio de Contas - BA",1,5
1803,"Prefeitura Municipal de Rio de Janeiro - RJ",1,19
1804,"Prefeitura Municipal de Rio do Fogo - RN",1,20
1805,"Prefeitura Municipal de Rio dos Bois - TO",1,27
1806,"Prefeitura Municipal de Rio Formoso - PE",1,17
1807,"Prefeitura Municipal de Rio Grande - RS",1,21
1808,"Prefeitura Municipal de Rio Grande do Piauí - PI",1,18
1809,"Prefeitura Municipal de Rio Largo - AL",1,2
1810,"Prefeitura Municipal de Rio Manso - MG",1,13
1811,"Prefeitura Municipal de Rio Negrinho - SC",1,24
1812,"Prefeitura Municipal de Rio Preto da Eva - AM",1,4
1813,"Prefeitura Municipal de Rio Tinto - PB",1,15
1814,"Prefeitura Municipal de Rio Verde - GO",1,9
1815,"Prefeitura Municipal de Rodeiro - MG",1,13
1816,"Prefeitura Municipal de Rodolfo Fernandes - RN",1,20
1817,"Prefeitura Municipal de Rolândia - PR",1,16
1818,"Prefeitura Municipal de Rolim de Moura - RO",1,22
1819,"Prefeitura Municipal de Rondon do Pará - PA",1,14
1820,"Prefeitura Municipal de Rondonópolis - MT",1,11
1821,"Prefeitura Municipal de Rorainópolis - RR",1,23
1822,"Prefeitura Municipal de Rosário - MA",1,10
1823,"Prefeitura Municipal de Rosário Oeste - MT",1,11
1824,"Prefeitura Municipal de Rubelita - MG",1,13
1825,"Prefeitura Municipal de Rubiácea - SP",1,25
1826,"Prefeitura Municipal de Rubinéia - SP",1,25
1827,"Prefeitura Municipal de Rurópolis - PA",1,14
1828,"Prefeitura Municipal de Russas - CE",1,6
1829,"Prefeitura Municipal de Sabinópolis - MG",1,13
1830,"Prefeitura Municipal de Sairé - PE",1,17
1831,"Prefeitura Municipal de Salgado de São Félix - PB",1,15
1832,"Prefeitura Municipal de Salinas - MG",1,13
1833,"Prefeitura Municipal de Salinópolis - PA",1,14
1834,"Prefeitura Municipal de Salitre - CE",1,6
1835,"Prefeitura Municipal de Saloá - PE",1,17
1836,"Prefeitura Municipal de Salto do Céu - MT",1,11
1837,"Prefeitura Municipal de Salvador - BA",1,5
1838,"Prefeitura Municipal de Salvaterra - PA",1,14
1839,"Prefeitura Municipal de Sambaíba - MA",1,10
1840,"Prefeitura Municipal de Sampaio - TO",1,27
1841,"Prefeitura Municipal de Sanclerlândia - GO",1,9
1842,"Prefeitura Municipal de Santa Bárbara do Leste - MG",1,13
1843,"Prefeitura Municipal de Santa Branca - SP",1,25
1844,"Prefeitura Municipal de Santa Cruz Cabrália - BA",1,5
1845,"Prefeitura Municipal de Santa Cruz da Vitória - BA",1,5
1846,"Prefeitura Municipal de Santa Cruz de Salinas - MG",1,13
1847,"Prefeitura Municipal de Santa Cruz do Capibaribe - PE",1,17
1848,"Prefeitura Municipal de Santa Cruz do Piauí - PI",1,18
1849,"Prefeitura Municipal de Santa Efigênia de Minas - MG",1,13
1850,"Prefeitura Municipal de Santa Fé do Araguaia - TO",1,27
1851,"Prefeitura Municipal de Santa Filomena - PI",1,18
1852,"Prefeitura Municipal de Santa Filomena do Maranhão - MA",1,10
1853,"Prefeitura Municipal de Santa Helena - MA",1,10
1854,"Prefeitura Municipal de Santa Helena de Minas - MG",1,13
