"numero_processo","ano","un_tecnica_responsavel","un_responsavel_agir","relator","assunto","ano_final"
"3463720176",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",15,"TCE instaurada pelo(a) Fundo Nacional de Desenvolvimento da Educação em razão de Omissão no dever de prestar contas, para atendimento ao Programa Nacional de Apoio ao Transporte Escolar (Pnate), exercício 2010, função EDUCACAO (nº da TCE no sistema: 241/2017).",2022
"3464920182",2018,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",4,"Tomada de Contas Especial instaurado pelo Ministério dos Direitos Humanos, em razão de irregularidade na documentação exigida para a prestação de contas do Convênio nº 25/2005, celebrado entre a então denominada Secretaria Especial de Políticas de Promoção da Igualdade Racial da Presidência da República e o Coletivo de Empresários e Empreendedores Afro-Brasileiros do Estado de São Paulo ¿ CEABRA, associação privada com sede em São Paulo/SP, tendo por objeto o apoio financeiro ao projeto ¿Fortalecimento Institucional do Fórum Intergovernamental de Promoção da Igualdade Racial",2021
"3466720172",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"Prejuízo causado por fraude/desvio na gestão do Programa Farmácia Popular do Brasil – PFPB (Proc. 25005.000039/2016-83)",2021
"3466820187",2018,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",4,"Tomada de Contas Especial instaurado pelo Ministério da Cultura, em razão da irregularidade na documentação exigida para a prestação de contas dos recursos captados pela proponente Amazon Books & Arts Eireli-ME, para a realização do Projeto PRONAC nº 06-8537, que tinha por objeto realizar espetáculo itinerante que pretende beneficiar alunos e crianças das escolas da rede pública da região promovendo um intercâmbio cultural entre esses povos",2022
"3467220176",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"Irregularidades na aplicação de recursos repassados pelo Programa Farmácia Popular do Brasil (Proc. 25000.408538/2017-46)",2021
"3470020188",2018,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",9,"Tomada de Contas Especial instaurado pelo Ministério da Cultura em razão da omissão no dever de prestar contas dos recursos captados pela proponente, a empresa Brasilis Agência de Projetos Ltda., para a execução do Projeto PRONAC nº 04-4816, intitulado Festival Rhema de Dança e Artes Cênicas",2021
"3471320182",2018,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",4,"Tomada de Contas Especial instaurado pela Ministério da Cultura, em razão da omissão no dever de prestar contas dos recursos captados para o projeto PRONAC 07-5831, que tinha como proponente Talento & Arte Editora Ltda-ME, tendo por objeto dar continuidade ao trabalho de itinerância cultural com o espetáculo teatral Calota e Gasolina em Trânsito, pelas cidades do interior do Brasil",2021
"3474320170",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"TCE instaurada pelo FNDE/MEC, em razão da impugnação parcial de despesas realizadas com os recursos repassados ao Município de Granja/CE, na modalidade fundo a fundo, à conta do Programa PEJA, nos exercícios de 2003 (EJA) e 2004 (PEJA). . SEI_23034.016255_2017_59. Ofício nº 119/2017/AECI/GM/GM-MEC.",2021
"3475920166",2016,"SEC-RN Secretaria do TCU no Estado do Rio Grande do Norte","SEC-RN Secretaria do TCU no Estado do Rio Grande do Norte",13,"TCE instaurada contra o Sr. João Maria de Góis (falecido), ex-Prefeito Municipal, em razão de irregularidades na documentação apresentada por força do Convênio nº 819041/2002-FNDE. Siafi nº 453736.",2022
"3478120161",2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"TCE INSTAURADA CONTRA O SR. JOSÉ JONAS DA SILVA, -EX-PREFEITO, EM RAZÃO DA IMPUGNAÇÃO PARCIAL DE DESPESAS RELATIVAS À EXECUÇÃO DO CONVÊNIO Nº 700013/2008-FNDE. SIAFI 625820.",2022
"3478220168",2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",7,"Tomada de Contas Especial instaurada pelo MTE, ref. ao Convênio n° 066/2009, celebrado com a Associação de Defesa do Meio Ambiente de Reimer, tendo por objeto ""o estabelecimento de cooperação técnica e financeira mútua para a execução das ações de qualificação social e profissional do Plano Setorial de Qualificação-PlanSeQ Nacional Comércio e Serviços para Profissionais Afrodescendentes - PNQ"".",2021
"3478520159",2015,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",14,"Tomada de Contas Especial n° 47101.000007/2015-41, instaurada pelo Ministério do Trabalho e Emprego - MTE, em razão da omissão no dever de prestar contas dos recursos repassados à prefeitura Municipal de Rosário - MA, à conta do Programa Nacional de Inclusão de Jovens - Projovem, no exercício de 2012.",NULL
"3479120175",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Tomada de Conta Especial instaurada em razão de irregularidades na prestação de contas do Convênio CRT/MA N° 23.000/2007 (SIAFI 600118), firmado entre a Superintendência Regional do INCRA no Estado do Maranhão e à Fundação de Apoio à Educação e ao Desenvolvimento Tecnológico do Maranhão - FUNCEMA.(Proc. nº 54230.001114/2016-68)",2022
"3479220180",2018,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"Tomada de Contas Especial instaurada em razão de inexecução parcial do objeto referente ao Contrato de Repasse n. 311.642-37/2009. Objeto do repasse: Transferência de recursos financeiros da União para promover o processo de acompanhamento para a gestão participativa das ações do Território da Cantuquiriquaçu nos Municípios do Território da Cantuquiriguaçu.",2021
"3480120170",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Tomada de Contas Especial instaurada pelo FNDE/ME, em razão da impugnação parcial das despesas realizadas com os recursos repassados à Prefeitura Municipal de Anajatuba-MA, na modalidade fundo a fundo, à conta dos Programas PNATE/2005 e PNAE/2009 (Proc. nº 23034.016319/2017-11 (SEI)",2021
"3481020153",2015,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",5,"Convênio nº 830437/2007, firmado entre o Fundo Nacional de Desenvolvimento da Educação-FNDE e o município de Matrinchã-GO",NULL
"3481220164",2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE contra o Senhor Helton Luis Aguiar Júnior, ex-Prefeito Municipal de Frecheirinha/CE, gestões 2005/2008 e 2009-2012, em decorrência de omissão no dever de prestar contas dos recursos do PNATE, transferidos pelo FNDE à Prefeitura Municipal de Frecheirinha - CE, no exercício de 2012. Ofício nº 24/2016/AECI/GM-MEC. Processo: 23034.008824/2016-10.",2022
"3481320179",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Tomada de Contas Especial instaurada pelo FNDE/ME, em razão da impugnação total de despesas dos recursos repassados à Prefeitura Municipal de Bom Lugar/MA, na modalidade fundo a fundo, à conta do Programa Nacional de Alimentação Escolar - PNAE, no exercício de 2005 (Proc. nº 23034.047470/2016-11). Consta determinação do TC 013.541/2009-1 (Acórdão n° 9185/2011 – 1ª Câmara).",2022
"3481620186",2018,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",9,"Tomada de Contas Especial instaurado pelo Ministério da Cultura ¿ MinC, em razão de irregularidade nas contas dos recursos captados pela Gramado Eventos, Promoções, Feiras e Empreendimentos S/C, destinados à execução do projeto cultural denominado Concertos de Primavera ¿ Natal 2001 (II), cadastrado no Programa Nacional de Apoio à Cultura sob o nº Pronac 01-0601",2021
"3481820189",2018,"Sefip Secretaria de Fiscalização de Integridade de Atos e Pagamentos de Pessoal e de Benefícios Sociais","Sefip Secretaria de Fiscalização de Integridade de Atos e Pagamentos de Pessoal e de Benefícios Sociais",2,"Ressarcimento de valores pagos a título de pensão civil concedia irregularmente",2022
"3482320174",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Tomada de Conta Especial instaurada em razão da omissão no dever de prestar contas do Convênio nº 12.000/2008 (SIAFI 638.480), firmado entre a Superintendência Regional do INCRA no Estado do Maranhão e a Prefeitura Municipal de Peritoró/MA (Proc. nº 54230.001416/2016-36)",2021
"3482520177",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Tomada de Contas Especial instaurada pelo Fundo Nacional de Saúde - FNS/MS, em razão da impugnação parcial de despesas realizadas pelo Município de Bacabal/MA, com recursos do SUS, nos exercícios de 2008 e 2009, mediante os recursos federais disponibilizados, oriundos de repasses diretos entre o Ministério da Saúde e o Fundo Municipal de Saúde de Bacabal/MA (Proc. nº 25000.010004/2017-83)",2022
"3484020150",2015,"SEC-SC Secretaria do TCU no Estado de Santa Catarina","SEC-SC Secretaria do TCU no Estado de Santa Catarina",11,"Convênio n° 959/2005 (Siafi nº 555864). Objeto: “apoiar o projeto Museu Nacional do Mar – Barcos do Recôncavo, no município de Maragogipe/BA""",NULL
"3484520186",2018,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",4,"Tomada de Contas Especial instaurado pelo Ministério da Cultura MinC, em razão da impugnação parcial das despesas realizadas com os recursos captados pela Associação Orquestra Filarmônica de São Carlos, destinados à execução do projeto cultural denominado ¿Temporada Orquestra Filarmônica de São Carlos¿, cadastrado no Programa Nacional de Apoio à Cultura sob o nº Pronac 08-2343",2022
"3485120160",2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"TCE INST. CONTRA OS SRS. MANOEL DO CARMO DOS SANTOS E FABIANO HENRIQUE S. TEIXEIRA, EX-PREFEITOS MUNICIPAIS, EM RAZÃO DA EXECUÇÃO PARCIAL DO OBJETO DO CONVÊNIO Nº 710246/2008-FNDE. SIAFI 625645.",2021
"3485620161",2016,"SEC-RN Secretaria do TCU no Estado do Rio Grande do Norte","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"TCE INSTAURADA CONTRA O SR. MANOEL CARMO DOS SANTOS, EX-PREFEITO MUNICIPAL, EM RAZÃO DA IMPUGNAÇÃO TOTAL DE DESPESAS RELACIONADAS AO PNAE, EXERCÍCIO DE 2007.",2019
"3485620170",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Tomada de Conta Especial instaurada em razão de irregularidades na prestação de contas do Convênio CRT/MA n° 12.000/2007 (SIAFI 600.136), firmado entre a Superintendência Regional do INCRA no Estado do Maranhão e à Fundação de Apoio à Educação e ao Desenvolvimento Tecnológico do Maranhão - FUNCEMA.(Proc. Nº 54230.000417/2016-63)",2021
"3486120173",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Tomada de Contas Especial instaurado pelo FNDE/ME, em razão da impugnação parcial de despesas dos recursos repassados ao Município de Barra do Corda/MA, à conta do Programa Dinheiro Direto na Escola - PDDE e do Programa Nacional de Alimentação Escolar - PNAE, exercícios de 2010 e 2011 (Proc. SEI nº 23034.029182/2017-65).",2021
"3486320176",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Tomada de Contas Especial instaurada pelo Fundo Nacional de Desenvolvimento da Educação/Ministério da Educação, em razão da omissão no dever de prestar contas das despesas dos recursos repassados ao Município de São João Batista/MA, à conta do Programa Dinheiro Direto na Escola - PDDE e PDDE Estrutura, ambos do exercício de 2014 (Proc. nº 23034.030542/2017-71).",2022
"3486620159",2015,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",5,"TCE - TOMADA DE CONTAS ESPECIAL REFERENTE AO CONVÊNIO nº 45/2005 CELEBRADO ENTRE A FUNDAÇÃO CULTURAL PALMARES E A CEMO.",NULL
"3486620167",2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"TCE INSTAURADA CONTRA O SR. REMO RENÊ PIMENTEL, EX-PRESIDENTE DA UNIEDUC, EM RAZÃO DA IMPUGNAÇÃO TOTAL DE DESPESAS ALUSIVAS AO CONVÊNIO Nº 80/2009-MAPA. SIAFI 726231.",2021
"3486620175",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Tomada de Contas Especial instaurada em razão de irregularidades na prestação de contas do Convênio CRT/MA nº 10.011/2011 (SIAFI 764060), firmado entre a Superintendência Regional do INCRA no Estado do Maranhão e a Prefeitura Municipal de Penalva/MA (Proc. nº 54230.000887/2024-65)",2020
"3487720177",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE instaurada pelo(a) Fundo Nacional de Desenvolvimento da Educação em razão de Omissão no dever de prestar contas, para atendimento ao Programa Nacional de Apoio ao Transporte Escolar (Pnate), exercício 2012, função EDUCACAO (nº da TCE no sistema: 351/2017).",2022
"3488320150",2015,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",2,"TCE instaurada por meio do Processo 01420.006688/2015-48, em função de dano apurado no âmbito do Convênio 30/2006, firmado entre o Ministério da Cultura e a Organização Religiosa Africana Santa Bárbara ¿ Nação Xambá, que tem por objeto preservar o Património Cultural Afro-Brasileiro de Olinda/PE",NULL
"3488420157",2015,"SEC-PE Secretaria do TCU no Estado de Pernambuco","SEC-PE Secretaria do TCU no Estado de Pernambuco",2,"TCE instaurada por meio do Processo 01420.006765/2015-60, em função de dano apurado no âmbito do Convênio 43/2006, firmado entre o Ministério da Cultura e o Centro de Formação do Educador Popular Maria da Conceição, que tem por objeto a realização do Projeto Recife Quilomba",NULL
"3488820152",2015,"SEC-RJ Secretaria do TCU no Estado do Rio de Janeiro","SEC-RJ Secretaria do TCU no Estado do Rio de Janeiro",7,"PROCESSO N°01400.009913/2004-83, PRONAC 04-5902, (Irregularidade na Execução Financeira)",NULL
"3489220150",2015,"Seproc Secretaria de Gestão de Processos","SecexEduc Secretaria de Controle Externo da Educação, da Cultura e do Desporto",5,"Convênio CV-011-1999 - FNDE x Sindicato dos Trabalhadores de Empresas e Órgãos Públicos de Processamento de Dados, Serviços de Inf, Sim e Profissionais de Processamento de Dados do DF. - SINDPD/DF.",NULL
"3490520154",2015,"SEC-SE Secretaria do TCU no Estado de Sergipe","SEC-SE Secretaria do TCU no Estado de Sergipe",15,"Convênio nº 409/1995 (SIAFI-128317), celebrado entre a Prefeitura Mun. de Cristinápolis e o FNDE, tendo por objeto ""Promover o atendimento do programa de alimentação escolar, garantindo pelo menos uma refeição diária, destinadas aos alunos matriculados na pré-escola, ensino fundamental, da rede municipal das zonas urbana e rural, à conta do PNAE""",NULL
"3490620169",2016,"SEC-PI Secretaria do TCU no Estado do Piauí","SEC-PI Secretaria do TCU no Estado do Piauí",11,"Contra o Sr. Cláudio Fontenele de Araújo Souza. Motivo: em razão da execução parcial do objeto do Contrato de Repasse n° 045150-82/1997, celebrado entre a União, por intermédio do Ministério das Cidades, representado pela Caixa, e a Prefeitura Municipal de Cajueiro da Praia/PI. Processo nº 00190.003194/2016-81.",2017
"3490820161",2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"Contra o Sr. Valter Sá Lima. Motivo: em razão da impugnação parcial de despesas dos recursos repassados ao Município de Miguel Alves/PI, na modalidade fundo a fundo, à conta do Programa Nacional de Alimentação Escolar - PNAE. Processo nº 23034.015455/2016-11.",2020
"3491220177",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"TCE instaurada pelo(a) FUNDO NACIONAL DE SAÚDE - MS em razão de Não comprovação da regular aplicação dos recursos repassados pela União, função SAUDE, para atendimento à/ao Atenção Básica/PAB Variável/Saúde da Família - SF (nº da TCE no sistema: 288/2017).",2020
"3491420153",2015,"SEC-RJ Secretaria do TCU no Estado do Rio de Janeiro","SEC-RJ Secretaria do TCU no Estado do Rio de Janeiro",7,"PROCESSO ORIGINAL 01400.008901/2004-31 - NÃO APRESENTAÇÃO DE DOCUMENTAÇÃO COMPLEMENTAR",NULL
"3491920171",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"TCE instaurada pelo Fundo Nacional de Desenvolvimento da Educação em razão de omissão no dever de prestar contas, para atendimento ao Programa Nacional de Alimentação Escolar (PNAE), exercício 2015 (nº da TCE no sistema: 321/2017). PROCESSO Nº: 23034.029053/2017-77.",2021
"3492020153",2015,"SEC-SC Secretaria do TCU no Estado de Santa Catarina","SEC-SC Secretaria do TCU no Estado de Santa Catarina",6,"Ministério do Esporte - Termo de Compromisso nº SLIE 0903374-25 - Convenente: Sociedade Cultura Desportiva Progresso - Responsabilidade solidária: Rogério Zanetti de Souza - execução do projeto desportivo aprovado pela Comissão Técnica indicada no art. 4º da Lei nº 11.438/06 (Lei de Incentivo do Esporte) - Aberto internacional de Tênis de Brasília - 2010 - Débito: R$ 97.182,51 (29/5/2014).",NULL
"3492120176",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"TCE instaurada pelo Fundo Nacional de Desenvolvimento da Educação em razão de omissão no dever de prestar contas, para atendimento ao Programa Nacional de Alimentação Escolar (PNAE), exercício 2011 (nº da TCE no sistema: 353/2017). PROCESSO Nº: 23034.032210/2017-21.",2022
"3493420154",2015,"SEC-CE Secretaria do TCU no Estado do Ceará","SEC-CE Secretaria do TCU no Estado do Ceará",14,"Contrato de Repasse n. 214.715-50/2006 (Siafi 585656), firmado entre o Ministério do Turismo e o Município de Indianópolis-MG",NULL
"3493620157",2015,"SEC-MG Secretaria do TCU no Estado de Minas Gerais","SEC-MG Secretaria do TCU no Estado de Minas Gerais",14,"Convênio n. 1414/2008 (Siafi 701464), firmado entre o Ministério do Turismo e o Município de Passa Quatro-MG",NULL
"3493820150",2015,"SEC-MG Secretaria do TCU no Estado de Minas Gerais","SEC-MG Secretaria do TCU no Estado de Minas Gerais",14,"Convênio n. 0554/2010 (Siafi 736278), firmado entre o Ministério do Turismo e o Município de Buritis-MG",NULL
"3493920156",2015,"SEC-MG Secretaria do TCU no Estado de Minas Gerais","SEC-MG Secretaria do TCU no Estado de Minas Gerais",14,"Convênio n. 60.216/1999 (Siafi 372401), firmado entre o Fundo Nacional de Desenvolvimento da Educação e o Município de Couto de Magalhães de Minas-MG",NULL
"3494520156",2015,"SEC-RJ Secretaria do TCU no Estado do Rio de Janeiro","SEC-RJ Secretaria do TCU no Estado do Rio de Janeiro",11,"Tomada de Contas Especial instaurada encaminhada pelo Ministério da Cultura, em decorrência da não consecução dos objetivos pactuados no projeto ""Livro e Exposição Franz Weissmann (1911-2005)"", com recursos captados pela empresa Pinakotheke Artes Ltda., sociedade empresarial limitada com sede no Rio de Janeiro/RJ.",NULL
"3494520172",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",15,"TCE contra o Sr. José Joaquim de Santana, prefeito municipal (gestão 2001-2004) - Motivo: impugnação de despesas - Convênio 948/2000- Funasa.",2021
"3495520151",2015,"SEC-TO Secretaria do TCU no Estado de Tocantins","SEC-TO Secretaria do TCU no Estado de Tocantins",11,"Convênio 95.640/2000 - Siafi 402733 - firmado entre Fundo Nacional de Desenvolvimento da Educação-FNDE e Município de Tabatinga/AM",NULL
"3496520157",2015,"SecexEduc Secretaria de Controle Externo da Educação, da Cultura e do Desporto","SecexEduc Secretaria de Controle Externo da Educação, da Cultura e do Desporto",4,"Tomada de Contas Especial instaurada pela Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (Capes) em razão do descumprimento de obrigações por parte de bolsista",NULL
"3499320177",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"Tomada de Contas Especial instaurada pelo Instituto do Patrimônio Histórico e Artístico Nacional - IPHAN/Ministério da Cultura em razão da não consecução dos objetivos pactuados no Convênio 730602/2009, celebrado com a Prefeitura Municipal de Antonina/PR, tendo por objeto a execução do projeto ""Construção da 1ª Fase da Casa da Cultura de Antonina"",",2022
"3500520173",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Convênio MMA/FNMA nº 067/2005 (Siafi 543758). Objeto: implantação de ações para construção da Agenda 21 no município de São Geraldo do Araguaia/PA.",2021
"3504120153",2015,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",4,"Tomada de Contas Especial referente Convênio Pronac n. 06-9003/Portaria 673/2006, firmado entre a Associação de Cultura e Turismo de Gramado (ACTG) e o Ministério da Cultura, tendo por objeto o projeto ""Natal Luz - Apresentações Cênicas ao Ar Livre"".",NULL
"3506020158",2015,"SEC-PA Secretaria do TCU no Estado do Pará","SEC-PA Secretaria do TCU no Estado do Pará",12,"PNATE, exercício de 2005, e PEJA, exercício de 2007",NULL
"3506320157",2015,"SEC-PA Secretaria do TCU no Estado do Pará","SEC-PA Secretaria do TCU no Estado do Pará",10,"Convênio nº 656818/2009 (Siafi 656755). Objeto: Construção de escola no âmbito do Proinfância",NULL
"3507520155",2015,"SEC-RS Secretaria do TCU no Estado do Rio Grande do Sul","SEC-RS Secretaria do TCU no Estado do Rio Grande do Sul",12,"Tomada de Contas Especial referente Convênio MI n. 384/2000 (Siafi n. 401.182) firmado entre o Ministério da Integração Nacional e a Prefeitura Municipal de Teutônia/RS, tendo por objeto a contenção de enchentes do Arroio Posses (2000/2002).",NULL
"3511420207",2020,"MINS-MBC Gab. do Min. Subst. MARCOS BEMQUERER","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"TCE instaurada pelo(a) Financiadora de Estudos e Projetos em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Contrato de subvenção econômica APS-0319-4.01/08, firmado com o/a FUNDAÇÃO DE AMPARO À CIÊNCIA E TECNOLOGIA DO ESTADO DE PERNAMBUCO - FACEPE, função SAUDE, que teve como objeto Emprego de Trombina e Fibrinogênio Humanos Produzidos por Tecnologia TissueBond 2BCS para Fins Diagnósticos para Coagulopatias (nº da TCE no sistema: 2419/2020).",2022
"3512020207",2020,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",15,"TCE instaurada pelo(a) EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS - ECT em razão de Desfalque, alcance, desvio ou desaparecimento de dinheiro, bens ou valores públicos, Gestão de bens, dinheiros ou valores públicos, A presente Tomada de Contas Especial, oriunda do Processo de Sindicância Disciplinar Sumária NUP 53123.000461/2019-71, tem por objeto a apuração da responsabilidade do senhor Adão Eustáquio Rodrigues de Miranda, CPF XXX.640.626-XX, pelo prejuízo causado aos Correios, resultante da falta de numerário e produtos no valor total de de R$ 390.005,10 (trezentos e noventa mil, cinco reais e dez centavos), constatada na Agência de Correios de Três Marias/MG. (nº da TCE no sistema: 2047/2020).",2022
"3512220200",2020,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",7,"TCE instaurada pelo(a) Secretaria Especial do Desenvolvimento Social em razão de Não comprovação da regular aplicação dos recursos repassados pela União, função ASSISTENCIA SOCIAL, para atendimento à/ao PSB/PSE-2006 (nº da TCE no sistema: 75/2020).",2022
"3512420202",2020,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",15,"TCE instaurada pelo(a) EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS - ECT em razão de Desfalque, alcance, desvio ou desaparecimento de dinheiro, bens ou valores públicos, Gestão de bens, dinheiros ou valores públicos, Apuração de prejuízo causado aos cofres dos Correios, no valor total de R$ 227.556,51 (duzentos e vinte e sete mil quinhentos e cinquenta e seis reais e cinquenta e um centavos), referentes ao valor de R$ 155.986,19 (cento e cinquenta e cinco mil novecentos e oitenta e seis reais e dezenove centavos), supostamente levado da AC Jardim Ingá durante assalto ocorrido no dia 17/01/2018 e falta de numerário constatada na mesma Agência no dia 03/10/2018. (nº da TCE no sistema: 4398/2019).",2022
"3513820203",2020,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",7,"TCE instaurada pelo(a) Fundo Nacional de Desenvolvimento da Educação em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Termo de compromisso 2097/2011, firmado com o/a Fundo Nacional de Desenvolvimento da Educação - FNDE, função EDUCACAO, que teve como objeto Executar as ações relativas a(s) unidade(s) de educação infantil, de acordo com as especificações do(s) projeto(s) aprovado(s) pelo Fundo Nacional de Desenvolvimento da Educação FNDE e em conformidade com os requisitos da lei supramencionada e demais condicionantes. PAC II - PROINFÂNCIA OBRAS CONSTRUÇÃO (23235) NIAS -Núcleo Integrado de Ação Social - ZONA LESTE (nº da TCE no sistema: 142/2020).",2022
"3514420157",2015,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"TCE instaurada pelo Fundação Cultural Palmares, em razão da Irregularidades na documentação exigida para a prestação de contas, referente ao convênio nº52/2006, celebrado com a Ministério da Cultura, (Processo original: 01420.006130/2015-62).",NULL
"3514620150",2015,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"TCE instaurada pelo Fundação Nacional de Desenvolvimento da Educação, em razão da Impugnação Total de despesas, referente ao convênio nº828068/2003, celebrado com a Ministério da Educação, (Processo original: 23034.002678/2015-20)",NULL
"3514620206",2020,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",15,"TCE instaurada pelo(a) Fundo Nacional de Desenvolvimento da Educação em razão de Não comprovação da regular aplicação dos recursos repassados pela União, para atendimento ao Programa Nacional de Alimentação Escolar (PNAE), exercício 2008, função EDUCACAO (nº da TCE no sistema: 500/2020).",2022
"3514720156",2015,"SEC-BA Secretaria do TCU no Estado da Bahia","SEC-BA Secretaria do TCU no Estado da Bahia",6,"TCE instaurada pelo Fundação Nacional de Desenvolvimento da Educação, em razão da Impugnação parcial de despesas, referente ao Programa Nacional de Alimentação /PNAE/2005 e 2008, celebrado com a Prefeitura Municipal de Itaju do Colônia/BA, (Gestão: 2005-2008), (Processo original: 23034.002634/2015-08).",NULL
